GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,Actor1__model_time_in_ms,Actor1_release_harness_version,Actor1_release_model_version,Actor1_release_model_version_number,Actor1_request_id,Actor1_result_class1,Actor1_result_class2,Actor1_timing,Actor2__model_time_in_ms,Actor2_release_harness_version,Actor2_release_model_version,Actor2_release_model_version_number,Actor2_request_id,Actor2_result_class1,Actor2_result_class2,Actor2_timing
838788924,4/9/2019,201904,2019,2019.2712,GRCGOV,GREEK,GRC,,,,,GOV,,,GOV,AUTHORITIES,,,,,,GOV,,,1,36,36,3,1,4,6,1,6,-0.930232558,4,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3956,25.4592,-829276,4,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3956,25.4592,-829276,4,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3956,25.4592,-829276,2.01904E+13,https://news.gtp.gr/2019/04/16/greek-govt-considers-allowing-municipality-say-so-airbnb-policies/,0,0.1,5ec427ae4cedfd0008830f07,4,PYXIFWMEBJHT8LNR,TRUE,3,0.080347061,0,0.1,5ec427ae4cedfd0008830f07,4,O5FZ9J8M0L1NX2BH,TRUE,3,0.072717667
838788925,4/9/2019,201904,2019,2019.2712,GRCGOV,GREEK,GRC,,,,,GOV,,,GOV,AUTHORITIES,,,,,,GOV,,,1,841,84,8,2,7,6,1,6,-0.930232558,4,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3956,25.4592,-829276,4,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3956,25.4592,-829276,4,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3956,25.4592,-829276,2.01904E+13,https://news.gtp.gr/2019/04/16/greek-govt-considers-allowing-municipality-say-so-airbnb-policies/,0,0.1,5ec427ae4cedfd0008830f07,4,AEXMFG1S7JHRV86O,TRUE,3,0.080108643,1001,0.1,5ec427ae4cedfd0008830f07,4,UYS4EF7TO39K0WQX,TRUE,3,1001.18351
838788926,4/9/2019,201904,2019,2019.2712,IND,ASSAM,IND,,,,,,,,MOS,MUSLIM,,,,MOS,,,,,0,180,180,18,4,-9,10,1,10,-11.86440678,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,2.01904E+13,https://www.samaa.tv/news/2019/04/mob-kills-christian-man-for-allegedly-slaughtering-cow-in-india/,0,0.1,5ec427ae4cedfd0008830f07,4,KWNSQ674AZDYO09J,FALSE,2,0.101089478,0,0.1,5ec427ae4cedfd0008830f07,4,ME8YH1AU0N2KL3XO,FALSE,2,0.063180923
838788927,4/9/2019,201904,2019,2019.2712,LAO,LAOS,LAO,,,,,,,,USACHR,UNITED STATES,USA,,,CHR,,,,,1,173,173,17,4,-5,2,1,2,-1.287553648,4,"Muang Sing, Loungnamtha, Laos",LA,LA16,18687,21.1922,101.147,-2666421,4,"Muang Sing, Loungnamtha, Laos",LA,LA16,18687,21.1922,101.147,-2666421,4,"Muang Sing, Loungnamtha, Laos",LA,LA16,18687,21.1922,101.147,-2666421,2.01904E+13,https://www.persecution.org/2019/04/16/release-three-american-christians-held-laos-might-delayed/,0,0.1,5ec427ae4cedfd0008830f07,4,9ME0BYZPOGARXV7T,FALSE,2,0.105619431,0,0.1,5ec427ae4cedfd0008830f07,4,6NESZ20B81XM57LJ,FALSE,2,0.07891655
838788928,4/9/2019,201904,2019,2019.2712,LEG,CONGRESS,,,,,,LEG,,,UAF,TERRORIST,,,,,,UAF,,,1,10,10,1,1,0,4,1,4,-2.634730539,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2.01904E+13,https://www.rollcall.com/news/congress/kentucky-congressman-takes-umbrage-at-rep-alexandria-ocasio-cortez-tweet-rescinds-invitation-to-coal-mine,0,0.1,5ec427ae4cedfd0008830f07,4,QCIX4FJM8LG73R6A,TRUE,2,0.047206879,0,0.1,5ec427ae4cedfd0008830f07,4,TV8Z93MSX5FKR0ED,TRUE,2,0.047922134
838788929,4/9/2019,201904,2019,2019.2712,LEG,CONGRESS,,,,,,LEG,,,UAF,TERRORIST,,,,,,UAF,,,1,10,10,1,1,0,1,1,1,-2.634730539,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2.01904E+13,https://www.rollcall.com/news/congress/kentucky-congressman-takes-umbrage-at-rep-alexandria-ocasio-cortez-tweet-rescinds-invitation-to-coal-mine,0,0.1,5ec427ae4cedfd0008830f07,4,NWRHGTXE6IZ84K05,TRUE,2,0.056743622,0,0.1,5ec427ae4cedfd0008830f07,4,EPLM6IYJ4S31CK0U,TRUE,2,0.055551529
838788932,4/9/2019,201904,2019,2019.2712,MIL,ARMY,,,,,,MIL,,,OPP,PROTEST LEADER,,,,,,OPP,,,1,160,160,16,4,-4,5,1,5,-8.796296296,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,37140,13.5,23.5,-17505,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,37140,13.5,23.5,-17505,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,37140,13.5,23.5,-17505,2.01904E+13,https://thegrio.com/2019/04/16/sudan-protest-leaders-dismantle-deep-state/,0,0.1,5ec427ae4cedfd0008830f07,4,TA84IY3F2ZEOLUCX,TRUE,2,0.061750412,0,0.1,5ec427ae4cedfd0008830f07,4,Z94DN70SERIFYVHJ,TRUE,2,0.052452087
838788937,4/9/2019,201904,2019,2019.2712,USA,THE US,USA,,,,,,,,EGY,EGYPT,EGY,,,,,,,,1,43,43,4,1,2.8,2,1,2,-2.944640754,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,EN26SGW7K0VCRP4F,TRUE,4,0.049352646,0,0.1,5ec427ae4cedfd0008830f07,4,HSMRVFL7A1OG2CP3,TRUE,3,0.05865097
838788938,4/9/2019,201904,2019,2019.2712,USA,UNITED STATES,USA,,,,,,,,EGY,EGYPT,EGY,,,,,,,,1,100,100,10,3,-5,1,1,1,-2.634730539,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,2.01904E+13,https://www.rollcall.com/news/congress/kentucky-congressman-takes-umbrage-at-rep-alexandria-ocasio-cortez-tweet-rescinds-invitation-to-coal-mine,0,0.1,5ec427ae4cedfd0008830f07,4,WP1C8V3GROD6XF92,TRUE,4,0.05364418,1001,0.1,5ec427ae4cedfd0008830f07,4,SKAQOJUYHDGF47M2,TRUE,2,1001.151323
838788939,4/9/2019,201904,2019,2019.2712,USA,THE US,USA,,,,,,,,EGYGOV,EGYPT,EGY,,,,,GOV,,,1,43,43,4,1,2.8,2,1,2,-2.944640754,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,4NQGFUL765ARJIP3,TRUE,4,0.066041946,0,0.1,5ec427ae4cedfd0008830f07,4,5IOX432G0R7DK9HW,TRUE,3,0.066518784
838788940,4/9/2019,201904,2019,2019.2712,USA,THE US,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,43,43,4,1,2.8,6,1,6,-2.944640754,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,M6Y135SVDNQ0COXZ,TRUE,4,0.068902969,0,0.1,5ec427ae4cedfd0008830f07,4,VLTBGDKPZ85JU69C,TRUE,3,0.062465668
838788941,4/9/2019,201904,2019,2019.2712,USA,UNITED STATES,USA,,,,,,,,MNCUSA,CHEVRON CORP,USA,,,,,MNC,,,1,60,60,6,2,6,4,1,4,-3.291880029,3,"Rocky Mountain, Colorado, United States",US,USCO,CO041,38.8597,-104.957,193446,3,"Rocky Mountain, Colorado, United States",US,USCO,,38.8597,-104.957,193446,3,"Rocky Mountain, Colorado, United States",US,USCO,,38.8597,-104.957,193446,2.01904E+13,https://www.sfgate.com/business/article/Sexual-playthings-MeToo-moment-for-Anadarko-s-13771276.php,0,0.1,5ec427ae4cedfd0008830f07,4,UA7WFBH0DR9L6CVJ,TRUE,4,0.078678131,0,0.1,5ec427ae4cedfd0008830f07,4,10ZW3X9VN6HD5YUI,TRUE,3,0.078201294
838788942,4/9/2019,201904,2019,2019.2712,USA,UNITED STATES,USA,,,,,,,,MOS,MUSLIM,,,,MOS,,,,,1,80,80,8,2,5,1,1,1,-2.634730539,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,2.01904E+13,https://www.rollcall.com/news/congress/kentucky-congressman-takes-umbrage-at-rep-alexandria-ocasio-cortez-tweet-rescinds-invitation-to-coal-mine,0,0.1,5ec427ae4cedfd0008830f07,4,CTBD5QPH6JWGOXIR,TRUE,4,0.069618225,0,0.1,5ec427ae4cedfd0008830f07,4,Z648KRXH1V3U7J0Y,TRUE,3,0.079870224
838788943,4/9/2019,201904,2019,2019.2712,USAGOV,UNITED STATES,USA,,,,,GOV,,,ISR,ISRAEL,ISR,,,,,,,,0,20,20,2,1,3,4,1,4,1.104972376,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,2.01904E+13,http://www.israeltoday.co.il/NewsItem/tabid/178/nid/36437/Default.aspx,0,0.1,5ec427ae4cedfd0008830f07,4,GY4BIZ7809UPN3RA,TRUE,0,0.061273575,0,0.1,5ec427ae4cedfd0008830f07,4,ZCDOVERIS9YHBL6Q,TRUE,0,0.066041946
838788944,4/9/2019,201904,2019,2019.2712,USAGOV,UNITED STATES,USA,,,,,GOV,,,PSE,PALESTINIAN,PSE,,,,,,,,0,20,20,2,1,3,2,1,2,1.104972376,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,2.01904E+13,http://www.israeltoday.co.il/NewsItem/tabid/178/nid/36437/Default.aspx,1001,0.1,5ec427ae4cedfd0008830f07,4,RH2C83W5J1NIGT9O,TRUE,0,1000.721455,0,0.1,5ec427ae4cedfd0008830f07,4,MUSHXEI5FJGLKVDN,TRUE,0,0.076770782
838788945,4/15/2019,201904,2019,2019.2877,DEU,GERMAN,DEU,,,,,,,,LBY,LIBYA,LBY,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,MZKRWV76OHD0ETX3,TRUE,3,0.049352646,1001,0.1,5ec427ae4cedfd0008830f07,4,QDCWYFIXHASL5EJ6,TRUE,3,1001.184464
838788946,4/15/2019,201904,2019,2019.2877,DEU,GERMAN,DEU,,,,,,,,LBY,LIBYA,LBY,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Germany,GM,GM,,51.5,10.5,GM,1,Libya,LY,LY,,25,17,LY,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,JCDIWAERO870BTVL,TRUE,3,0.076055527,0,0.1,5ec427ae4cedfd0008830f07,4,6I3ZF0JN4DUPAOXV,TRUE,3,0.071525574
838788947,4/15/2019,201904,2019,2019.2877,DEU,GERMAN,DEU,,,,,,,,SDN,SUDAN,SDN,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,KPWXC062YILMH4QS,TRUE,3,0.053882599,0,0.1,5ec427ae4cedfd0008830f07,4,C6X7AGMUEY0HV9Q3,TRUE,3,0.115871429
838788948,4/15/2019,201904,2019,2019.2877,DEU,GERMAN,DEU,,,,,,,,SDN,SUDAN,SDN,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Germany,GM,GM,,51.5,10.5,GM,1,Sudan,SU,SU,,16,30,SU,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,KO6VPRIAXGH1C5LJ,TRUE,3,0.069856644,0,0.1,5ec427ae4cedfd0008830f07,4,F1GNHEIXM2PA49TV,TRUE,3,0.074386597
838788949,4/15/2019,201904,2019,2019.2877,DEUGOV,GERMANY,DEU,,,,,GOV,,,SDN,SUDAN,SDN,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Germany,GM,GM,,51.5,10.5,GM,1,Libya,LY,LY,,25,17,LY,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,Y7IVSLQ90ZPTEORF,TRUE,3,0.073194504,0,0.1,5ec427ae4cedfd0008830f07,4,2U91B46FOHMD37KJ,TRUE,3,0.098705292
838788950,4/15/2019,201904,2019,2019.2877,DEUGOV,GERMAN,DEU,,,,,GOV,,,SDN,SUDAN,SDN,,,,,,,,1,41,41,4,1,1,4,1,4,-2.944640754,1,Germany,GM,GM,,51.5,10.5,GM,1,Sudan,SU,SU,,16,30,SU,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,2YG9OPAMRKZEXWL6,TRUE,3,0.106811523,0,0.1,5ec427ae4cedfd0008830f07,4,47089YBLNE1MJU2G,TRUE,3,0.071287155
838788951,4/15/2019,201904,2019,2019.2877,LAO,LAOS,LAO,,,,,,,,USACHR,AMERICAN,USA,,,CHR,,,,,1,173,173,17,4,-5,8,1,8,-1.287553648,4,"Muang Sing, Loungnamtha, Laos",LA,LA16,18687,21.1922,101.147,-2666421,4,"Muang Sing, Loungnamtha, Laos",LA,LA16,18687,21.1922,101.147,-2666421,4,"Muang Sing, Loungnamtha, Laos",LA,LA16,18687,21.1922,101.147,-2666421,2.01904E+13,https://www.persecution.org/2019/04/16/release-three-american-christians-held-laos-might-delayed/,0,0.1,5ec427ae4cedfd0008830f07,4,FEPZJ01QBH2NGVLT,FALSE,2,0.05531311,0,0.1,5ec427ae4cedfd0008830f07,4,A58UHTWQC6J2DX3M,FALSE,2,0.054836273
838788952,4/15/2019,201904,2019,2019.2877,LBY,LIBYA,LBY,,,,,,,,DEU,GERMAN,DEU,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Germany,GM,GM,,51.5,10.5,GM,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,HD3VNKZRLB05U7SP,TRUE,3,0.047922134,0,0.1,5ec427ae4cedfd0008830f07,4,Q5R1N9AKDC8ZM3XU,TRUE,3,0.062227249
838788953,4/15/2019,201904,2019,2019.2877,LBY,LIBYA,LBY,,,,,,,,DEU,GERMAN,DEU,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Libya,LY,LY,,25,17,LY,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,5ITZWQ01SXFNC8R6,TRUE,3,0.069141388,0,0.1,5ec427ae4cedfd0008830f07,4,0MZHN9RIJDYUPCQ5,TRUE,3,0.074148178
838788954,4/15/2019,201904,2019,2019.2877,SDN,SUDAN,SDN,,,,,,,,DEU,GERMAN,DEU,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Germany,GM,GM,,51.5,10.5,GM,4,"Sharm El Sheikh, Janub Sina', Egypt",EG,EG26,66041,27.8518,34.305,-302053,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,78MSD9ZJWOAGQYKV,TRUE,3,0.070333481,0,0.1,5ec427ae4cedfd0008830f07,4,M16N4OJUZK3WIQC8,TRUE,3,0.073194504
838788955,4/15/2019,201904,2019,2019.2877,SDN,SUDAN,SDN,,,,,,,,DEU,GERMAN,DEU,,,,,,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Sudan,SU,SU,,16,30,SU,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,SIF23DMWE9VLPZNK,TRUE,3,0.044822693,0,0.1,5ec427ae4cedfd0008830f07,4,EWXAQL572J8Z4SID,TRUE,3,0.109910965
838788956,4/15/2019,201904,2019,2019.2877,SDN,SUDAN,SDN,,,,,,,,DEUGOV,GERMANY,DEU,,,,,GOV,,,1,41,41,4,1,1,2,1,2,-2.944640754,1,Libya,LY,LY,,25,17,LY,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,68LRHVUJN7PMOTG2,TRUE,3,0.133514404,0,0.1,5ec427ae4cedfd0008830f07,4,NAFIYW9MEUQ1C0OJ,TRUE,3,0.056028366
838788957,4/15/2019,201904,2019,2019.2877,SDN,SUDAN,SDN,,,,,,,,DEUGOV,GERMAN,DEU,,,,,GOV,,,1,41,41,4,1,1,4,1,4,-2.944640754,1,Sudan,SU,SU,,16,30,SU,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,2.01904E+13,https://www.msn.com/en-gb/news/other/egypt-is-slipping-dangerously-far-from-democracy-as-the-west-waves-through-a-sisi-dictatorship/ar-BBVZFP6,0,0.1,5ec427ae4cedfd0008830f07,4,BYG3EMLNZFCTXS94,TRUE,3,0.046253204,1001,0.1,5ec427ae4cedfd0008830f07,4,U43R0JK1IELGOCHW,TRUE,3,1000.975847
838789116,4/16/2019,201904,2019,2019.2904,AFG,AFGHANISTAN,AFG,,,,,,,,MILCOP,MILITARY POLICE,,,,,,MIL,COP,,1,190,190,19,4,-10,6,1,6,-4.694835681,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2.01904E+13,https://blogs.mprnews.org/newscut/2019/04/husband-of-soldier-killed-in-afghanistan-back-in-u-s-after-deportation/,0,0.1,5ec427ae4cedfd0008830f07,4,UQ624ZBPL7CE9IMW,TRUE,2,0.122070313,1001,0.1,5ec427ae4cedfd0008830f07,4,6MRV5IKNXBD3G4HJ,TRUE,2,1001.161337
838789117,4/16/2019,201904,2019,2019.2904,AFR,AFRICA,AFR,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,841,84,8,2,7,2,1,2,1.388429752,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,2.01904E+13,http://www.dazeddigital.com/fashion/article/44025/1/debra-shaw-alexander-mcqueen-muse-in-conversation-mowalola-ogunlesi,0,0.1,5ec427ae4cedfd0008830f07,4,JD4EMY2T1OF8IXQR,TRUE,0,0.080108643,0,0.1,5ec427ae4cedfd0008830f07,4,BOML8ZRAI7Y23XVW,TRUE,0,0.053405762
838789118,4/16/2019,201904,2019,2019.2904,AFR,AFRICA,AFR,,,,,,,,MOS,MUSLIM,,,,MOS,,,,,1,112,112,11,3,-2,3,1,3,-4.166666667,1,Sudan,SU,SU,,16,30,SU,1,Somalia,SO,SO,,6,48,SO,1,Somalia,SO,SO,,6,48,SO,2.01904E+13,https://qz.com/africa/1596686/trump-immigration-clampdown-targets-nigeria-liberia-eritrea/,0,0.1,5ec427ae4cedfd0008830f07,4,9R48ZNGHEUKIXW0M,TRUE,2,0.069856644,0,0.1,5ec427ae4cedfd0008830f07,4,8VDE49Y7OLBJ2KAU,FALSE,2,0.075101852
838789119,4/16/2019,201904,2019,2019.2904,AFR,AFRICA,AFR,,,,,,,,MOS,MUSLIM,,,,MOS,,,,,1,172,172,17,4,-5,4,1,4,-4.166666667,1,Sudan,SU,SU,,16,30,SU,1,Somalia,SO,SO,,6,48,SO,1,Somalia,SO,SO,,6,48,SO,2.01904E+13,https://qz.com/africa/1596686/trump-immigration-clampdown-targets-nigeria-liberia-eritrea/,0,0.1,5ec427ae4cedfd0008830f07,4,G5NUPWM6AQO93FVI,TRUE,2,0.075101852,1001,0.1,5ec427ae4cedfd0008830f07,4,XYN4QLHRZ8AVS9KI,FALSE,2,1001.158714
838789120,4/16/2019,201904,2019,2019.2904,AFR,AFRICA,AFR,,,,,,,,MOS,MUSLIM,,,,MOS,,,,,1,172,172,17,4,-5,1,1,1,-4.166666667,1,Sudan,SU,SU,,16,30,SU,1,Sudan,SU,SU,,16,30,SU,1,Sudan,SU,SU,,16,30,SU,2.01904E+13,https://qz.com/africa/1596686/trump-immigration-clampdown-targets-nigeria-liberia-eritrea/,0,0.1,5ec427ae4cedfd0008830f07,4,W42NY1C3BITDKF6X,TRUE,2,0.068664551,1001,0.1,5ec427ae4cedfd0008830f07,4,T9RVMIKL0PUC4J2G,TRUE,2,1001.162291
838789121,4/16/2019,201904,2019,2019.2904,AFR,AFRICA,AFR,,,,,,,,SDN,SUDAN,SDN,,,,,,,,1,112,112,11,3,-2,2,1,2,-4.166666667,1,Sudan,SU,SU,,16,30,SU,1,Sudan,SU,SU,,16,30,SU,1,Sudan,SU,SU,,16,30,SU,2.01904E+13,https://qz.com/africa/1596686/trump-immigration-clampdown-targets-nigeria-liberia-eritrea/,0,0.1,5ec427ae4cedfd0008830f07,4,N1MZUOPX7HQFW6TY,TRUE,2,0.072479248,0,0.1,5ec427ae4cedfd0008830f07,4,T7CGHSWMJUZ08NPE,TRUE,2,0.070571899
838789122,4/16/2019,201904,2019,2019.2904,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,GHA,GHANA,GHA,,,,,,,,1,42,42,4,1,1.9,2,1,2,1.418439716,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,2.01904E+13,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Menzgold-Customers-Lawyer-asks-Deputy-AG-for-clarification-on-Nam1-acquittal-in-Dubai-739001,0,0.1,5ec427ae4cedfd0008830f07,4,QNHCX9DWM8SIZYL0,FALSE,0,0.071763992,0,0.1,5ec427ae4cedfd0008830f07,4,T1WDMJ94CS6VKX27,FALSE,0,0.067710876
